price,Address,area,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft
8500000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",685,2,2,1,1,1,12408.75912
17500000,"165., Mumbai, Maharashtra",700,2,2,1,1,1,25000
32500000,"Virar East, Mumbai - Mira Road and Beyond, Maharashtra",3000,4,4,1,1,1,10833.33333
45000000,"Juhu, Mumbai - Western Suburbs, Maharashtra",865,2,2,1,1,1,52023.12139
100000000,"Hari Om Nagar, Mulund East, Mumbai - Central Line, Maharashtra",2600,5,5,1,2,1,38461.53846
35000000,"3rd road, Hindu Colony, Dadar East, Mumbai, Maharashtra, Dadar East, Mumbai - Central Mumbai, Maharashtra",850,2,2,1,1,1,41176.47059
7500000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850,2,2,1,1,1,8823.529412
16500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1145,2,2,3,1,1,14410.48035
4300000,"Mumbai, Maharashtra",745,2,2,3,1,1,5771.812081
15500000,"Kanjurmarg, Mumbai, Kanjurmarg, Mumbai - Central Line, Maharashtra",750,2,2,2,1,2,20666.66667
14500000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",732,2,2,1,1,1,19808.74317
16000000,"plot-23, C/209, Esteem Classic CHS, Amrut nagar, S.V.Road, Jogeshwari(w).Mumbai-400102, Amrut Nagar - Jogeshwari West, Mumbai - Western Suburbs, Maharashtra",1060,2,2,1,1,1,15094.33962
27500000,"Sion West, Mumbai, Maharashtra",925,3,3,1,1,1,29729.72973
13000000,"Kurla West, Mumbai - Central Line, Maharashtra",600,2,2,1,1,1,21666.66667
18000000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",830,2,2,1,1,1,21686.74699
25000000,"A/302., Ghatkopar West, Mumbai - Central Line, Maharashtra",1000,2,2,1,1,1,25000
8200000,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1280,3,2,1,1,1,6406.25
25000000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",900,3,2,1,1,1,27777.77778
22500000,"New Link Road, Andheri West, Mumbai - Western Suburbs, Maharashtra",950,2,2,1,1,1,23684.21053
5200000,"Ambernath, Mumbai, Maharashtra",900,2,2,1,1,1,5777.777778
22200000,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",750,2,2,2,1,1,29600
7200000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",950,2,2,1,1,1,7578.947368
22500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",905,2,2,2,1,1,24861.87845
29000000,"Chembur, Mumbai - Harbour Line, Maharashtra",3500,4,4,1,1,1,8285.714286
18500000,"Malad East, Mumbai - North Mumbai, Maharashtra",1100,2,2,1,1,1,16818.18182
29900000,"Santacruz West, Mumbai - Western Suburbs, Maharashtra",800,3,3,1,1,1,37375
4600000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",1400,3,3,1,1,1,3285.714286
13500000,"Ghatkopar West, Mumbai - Central Line, Maharashtra",700,2,2,1,1,1,19285.71429
30000000,"322, fancy flat, 2nd floor, room no.6, sir j.j road . byculla, Byculla East, Mumbai - South Mumbai, Maharashtra",1100,2,4,2,1,1,27272.72727
6600000,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1010,2,2,1,3,1,6534.653465
4500000,"Virar West, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",940,2,2,1,1,1,4787.234043
17500000,"Andheri East, Mumbai., Poonam Nagar, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,1,17500
4250000,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",850,2,2,1,1,1,5000
21500000,"Powai, Mumbai - Central Line, Maharashtra",1155,2,2,1,1,1,18614.71861
8000000,"A/604., Mira Road East, Mumbai, Maharashtra",900,2,2,1,1,1,8888.888889
17500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",717,2,2,1,1,1,24407.25244
11500000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,13529.41176
40000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1650,3,3,1,1,1,24242.42424
7500000,"c/701/702, Unique Garden, Mumbai - Mira Road and Beyond, Maharashtra",1005,2,2,2,1,2,7462.686567
11000000,"Dahisar East, Mumbai - North Mumbai, Maharashtra",800,2,2,1,1,1,13750
53500000,"plot non234, Goregaon West, Mumbai - North Mumbai, Maharashtra",2800,3,4,1,1,1,19107.14286
34500000,"Vakola, Mumbai - Western Suburbs, Maharashtra",1650,3,3,3,1,1,20909.09091
13500000,"Kandivali West, Mumbai., Charkop, Mumbai - North Mumbai, Maharashtra",700,2,2,3,1,1,19285.71429
23000000,"Parshwdeep Building, Andheri West, Mumbai - Western Suburbs, Maharashtra",950,3,3,1,1,1,24210.52632
37500000,"Andheri Kurla Road, Mumbai - Western Suburbs, Maharashtra",1175,3,3,1,1,1,31914.89362
18000000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",1150,2,2,1,1,1,15652.17391
17500000,"Borivali East, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,1,17500
21500000,"Pydhonie, Mumbai - South Mumbai, Maharashtra",900,2,2,1,1,1,23888.88889
5200000,"Thane, Ambernath, Mumbai, Maharashtra",911,2,2,4,1,1,5708.013172
9000000,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1200,8,8,1,1,1,7500
20000000,"mahindra garden, Goregaon, Mumbai - North Mumbai, Maharashtra",700,2,2,1,1,1,28571.42857
57500000,"Kalina, Mumbai - Western Suburbs, Maharashtra",1325,4,2,1,3,1,43396.22642
13000000,"Ghatkopar, Mumbai - Central Line, Maharashtra",650,2,2,1,1,1,20000
15000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",810,2,2,1,1,1,18518.51852
23000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",800,2,2,1,1,1,28750
18000000,"Mahim, Mumbai - Central Mumbai, Maharashtra",800,2,2,1,1,1,22500
12000000,"Charkop, Mumbai - North Mumbai, Maharashtra",670,2,2,1,1,1,17910.44776
26500000,"Vidya Nagari, Mumbai - Western Suburbs, Maharashtra",980,2,2,1,1,1,27040.81633
32500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",990,2,2,1,1,1,32828.28283
33000000,"Four Bungalows, Mumbai - Western Suburbs, Maharashtra",890,3,3,1,1,1,37078.65169
20000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1350,3,2,1,1,1,14814.81481
6200000,"Maxima, Thane-Kalyan-Dombivli, Mumbai, Maharashtra",750,2,2,1,1,1,8266.666667
38000000,"Malad East, Mumbai - North Mumbai, Maharashtra",1088,3,3,1,1,1,34926.47059
22500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1150,3,3,1,1,1,19565.21739
60000000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",2800,3,3,1,1,1,21428.57143
14500000,"Chembur, Mumbai - Harbour Line, Maharashtra",850,2,2,3,1,1,17058.82353
29000000,"Chembur, Mumbai - Harbour Line, Maharashtra",800,3,2,1,1,1,36250
4000000,"Nalasopara West, Mumbai., Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",580,2,2,1,1,1,6896.551724
24000000,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,28235.29412
26500000,"Malad West, Mumbai - Western Suburbs, Maharashtra",1050,2,2,1,1,1,25238.09524
25000000,"b-404, Link Road, Mumbai - Western Suburbs, Maharashtra",1250,3,3,1,1,1,20000
17000000,"A/904, Pushpa Park, Mumbai - North Mumbai, Maharashtra",870,2,2,1,1,2,19540.22989
13000000,"Marol, Mumbai - Western Suburbs, Maharashtra",580,2,2,1,1,1,22413.7931
14500000,"Kurla East, Mumbai - Central Line, Maharashtra",750,2,2,1,1,1,19333.33333
12000000,"Ghatkopar, Mumbai - Central Line, Maharashtra",600,2,2,1,1,1,20000
10000000,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",945,2,2,1,1,1,10582.01058
18000000,"Ghatkopar East, Mumbai - Central Line, Maharashtra",700,2,2,1,1,1,25714.28571
11000000,"Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1316,3,2,1,1,1,8358.662614
16000000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",650,2,2,1,1,1,24615.38462
4000000,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1000,2,2,1,1,1,4000
25000000,"suri rajendra tower old nagardas road andheri east mumbai 69, Andheri East, Mumbai - Western Suburbs, Maharashtra",1100,3,3,3,1,1,22727.27273
22500000,"Kurla East, Mumbai, Maharashtra",1100,3,2,1,1,1,20454.54545
10000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",700,3,2,1,1,1,14285.71429
22500000,"Marve, Mumbai - North Mumbai, Maharashtra",1130,4,3,1,1,1,19911.50442
17000000,"Near Jagruti Nagar Metro Stn. New Maneklal estate, Ghatkopar West, Mumbai - Central Line, Maharashtra",725,2,2,2,1,1,23448.27586
17800000,"OPP shalom hospital, Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",1600,4,3,3,1,1,11125
41000000,"swapna nagri, Mulund West, Mumbai - Central Line, Maharashtra",1620,4,3,2,1,1,25308.64198
7400000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",750,2,2,1,1,1,9866.666667
70000000,"Majas Wadi, Mumbai - Western Suburbs, Maharashtra",2360,5,4,1,1,1,29661.01695
15000000,"Mulund East, Mumbai - Central Line, Maharashtra",750,2,2,1,1,1,20000
28000000,"Deonar, Mumbai - Harbour Line, Maharashtra",840,2,2,1,1,1,33333.33333
31500000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1650,3,3,2,2,1,19090.90909
24000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1100,2,2,1,1,1,21818.18182
21500000,"Chembur, Subhash Nagar - Goregaon East, Mumbai - North Mumbai, Maharashtra",1276,2,2,1,1,2,16849.52978
66000000,"Bajaj road, opp Vishwakarma Baug. NearSVKM School, Vile Parle West, Mumbai - Western Suburbs, Maharashtra",2000,4,3,1,2,1,33000
20000000,"Vakola, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,1,20000
14000000,"Mumbai, Jankalyan Nagar, Mumbai - North Mumbai, Maharashtra",696,2,2,3,1,1,20114.94253
45000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",2285,2,2,1,1,1,19693.65427
31000000,"Khar west, Khar West, Mumbai - Western Suburbs, Maharashtra",900,2,2,1,1,1,34444.44444
75000000,"Dadar West, Mumbai - South Mumbai, Maharashtra",2200,3,3,3,2,1,34090.90909
18000000,"Kurla West, Mumbai - Central Line, Maharashtra",1130,2,2,1,1,1,15929.20354
18500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",703,2,2,1,1,1,26315.78947
6500000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",540,2,2,1,1,1,12037.03704
4000000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",735,2,2,1,1,1,5442.176871
17500000,"D-416, kamla ashish bldg3, mahavir nagar, kandivali west mumbai, Kandivali West, Mumbai - North Mumbai, Maharashtra",855,2,2,1,1,1,20467.83626
7400000,"Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",1250,2,2,4,1,1,5920
18000000,"Jogeshwari West, Mumbai - Western Suburbs, Maharashtra",790,2,2,1,1,1,22784.81013
30000000,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",800,2,2,1,1,1,37500
18500000,"A/101, Bathia Apartment Building No.2, opp Shahstri Nagar, S.V.Road, Borivali west, Mumbai - 400092, Sumer Nagar, Mumbai - North Mumbai, Maharashtra",950,2,2,3,10,0,19473.68421
50000000,"Parel, Mumbai - South Mumbai, Maharashtra",1250,3,3,1,1,1,40000
21000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",855,2,2,1,1,1,24561.40351
26000000,"goregaon east. dindoshi, Gokuldham, Mumbai - North Mumbai, Maharashtra",1200,2,2,3,1,1,21666.66667
15000000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",750,2,2,1,1,1,20000
11000000,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",1200,2,2,1,1,1,9166.666667
7500000,"Hatkesh Udyog, Mumbai - Mira Road and Beyond, Maharashtra",815,2,2,1,1,1,9202.453988
16000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,1,16000
8000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",875,2,2,1,1,1,9142.857143
11000000,"Vinay Nagar, Mumbai - Mira Road and Beyond, Maharashtra",1045,2,2,3,1,1,10526.31579
15000000,"B-301 Sai Leela, Mysore Colony, Mumbai - Harbour Line, Maharashtra",850,2,2,1,1,1,17647.05882
7500000,"Teerth Plaza, Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",836,2,2,3,1,1,8971.291866
22500000,"Chembur, Mumbai - Harbour Line, Maharashtra",736,2,2,1,1,1,30570.65217
12600000,"Sahkar Nagar, Mumbai - Central Line, Maharashtra",860,2,2,1,1,1,14651.16279
50000000,"Linking Road, Mumbai - Western Suburbs, Maharashtra",1450,3,3,1,1,1,34482.75862
14700000,"2701, A Wing, Bhoomi Colossa, Airoli, Navi Mumbai-Khargar-Panvel-Ulwe, Mumbai, Maharashtra",1050,2,2,3,1,1,14000
7000000,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",1000,2,2,1,2,1,7000
30000000,"Sen Nagar, Mumbai - Western Suburbs, Maharashtra",1110,2,2,2,1,1,27027.02703
22000000,"Sion, Mumbai - Central Mumbai, Maharashtra",950,2,2,1,1,1,23157.89474
18000000,"B-10, 1st FLOOR, Daulat Nagar, Mumbai - North Mumbai, Maharashtra",750,2,2,2,1,0,24000
10000000,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",1500,2,2,1,1,1,6666.666667
5000000,"Naigaon East, Mumbai, Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",860,2,2,3,1,1,5813.953488
14200000,"S-1/39, Bangur Nagar, Mumbai - North Mumbai, Maharashtra",714,2,2,1,1,0,19887.95518
22500000,"Charkop Sector 3, Mumbai, Sector 3 Charkop, Mumbai - North Mumbai, Maharashtra",900,2,2,1,1,1,25000
12500000,"Babuda residency, near maxus mall, 150ft road, bhayander west, Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",1010,2,2,1,1,1,12376.23762
28000000,"Vikhroli East, Mumbai - Central Line, Maharashtra",941,2,2,1,1,1,29755.57917
25000000,"Nehru road santacruz east Mumbai 400055, Vakola, Mumbai - Western Suburbs, Maharashtra",700,2,2,1,1,1,35714.28571
5400000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",946,2,2,1,1,2,5708.245243
15000000,"202 gautam Buddha Marg, Orlem, Mumbai - North Mumbai, Maharashtra",625,2,2,1,1,1,24000
22000000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",1400,2,2,3,2,5,15714.28571
16500000,"Kanakia Estate, Mumbai - Western Suburbs, Maharashtra",707,2,2,1,1,1,23338.04809
5000000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",755,2,2,1,1,1,6622.516556
65000000,"Bandra East, Mumbai - Western Suburbs, Maharashtra",1459,4,5,1,1,1,44551.06237
23500000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",1200,2,2,1,1,1,19583.33333
5400000,"Bolinj, Virar, Mumbai - Mira Road and Beyond, Maharashtra",1265,2,2,1,1,1,4268.774704
10000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",600,2,2,1,1,1,16666.66667
23500000,"TPS Road, Near Minipunjab Hotel., Pali Hill, Mumbai - Western Suburbs, Maharashtra",676,2,2,1,1,1,34763.31361
9000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050,2,2,1,1,1,8571.428571
18000000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",925,2,2,1,1,1,19459.45946
4600000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",589,2,2,1,1,1,7809.847199
5500000,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",800,2,2,4,1,1,6875
8500000,"Bhayandar West, Mumbai, Maharashtra, India., Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",1050,2,2,3,1,1,8095.238095
3700000,"Naigaon East, Mumbai., Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",925,2,2,1,1,1,4000
20000000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",900,2,2,1,1,1,22222.22222
32000000,"Oshiwara, Mumbai - Western Suburbs, Maharashtra",970,3,3,1,1,1,32989.69072
67500000,"Nepeansea Road, opp state bank of India, Walkeshwar, Mumbai - South Mumbai, Maharashtra",1000,2,2,1,1,1,67500
18000000,"408 Sneh Sarovar CHS, Off: Military Road, Marol, Andheri East, Mumbai., Marol, Mumbai - Western Suburbs, Maharashtra",980,2,2,1,1,1,18367.34694
32500000,"Bandra East, Mumbai - Western Suburbs, Maharashtra",1200,2,2,1,1,1,27083.33333
30000000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",1350,2,2,1,1,1,22222.22222
4500000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1025,2,2,1,1,1,4390.243902
9500000,"vijayanad park, D4. virar east manvel pada., Manvilpada, Mumbai - Mira Road and Beyond, Maharashtra",1560,4,2,1,1,1,6089.74359
49000000,"Colaba, Mumbai - South Mumbai, Maharashtra",805,2,3,1,1,1,60869.56522
15000000,"Bimbisar Nagar, Goregaon East, Mumbai - Western Suburbs, Maharashtra",571,2,2,1,2,1,26269.70228
27500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",1250,2,2,1,1,1,22000
21000000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",836,2,2,1,1,1,25119.61722
41500000,"Rajendra Nagar, Mumbai - North Mumbai, Maharashtra",2450,5,5,1,1,1,16938.77551
65000000,"Santacruz West, Mumbai - Western Suburbs, Maharashtra",1300,4,4,1,1,1,50000
18700000,"Jogeshwari West, Mumbai - Western Suburbs, Maharashtra",700,2,2,1,1,1,26714.28571
7500000,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",866,2,3,1,1,1,8660.508083
5500000,"Virar East, Mumbai - Mira Road and Beyond, Maharashtra",945,2,2,1,1,1,5820.10582
21000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1060,2,2,1,1,1,19811.32075
35000000,"Union Park Pali Hill, Mumbai - Western Suburbs, Maharashtra",845,2,3,1,1,1,41420.11834
19000000,"Malad East, Mumbai - North Mumbai, Maharashtra",955,2,2,1,1,1,19895.28796
15000000,"Null Bazar, Mumbai - South Mumbai, Maharashtra",1000,3,3,1,1,1,15000
6250000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",960,2,2,1,1,1,6510.416667
6200000,"Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",700,2,2,1,1,1,8857.142857
25000000,"Gundavali Village Road, Azad Nagar, Andheri East, Mumbai, Maharashtra, India., Andheri East, Mumbai - Western Suburbs, Maharashtra",985,2,2,1,1,1,25380.71066
45000000,"Worli, Mumbai - South Mumbai, Maharashtra",1285,2,2,1,1,1,35019.45525
17500000,"A-1002, Dev Ashish CHS, Bhandup West, Mumbai - Central Line, Maharashtra",1043,2,2,4,1,1,16778.52349
9500000,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1010,2,2,1,1,1,9405.940594
12500000,"Charkop, Mumbai - North Mumbai, Maharashtra",800,2,2,1,1,1,15625
17500000,"Malad West, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,20588.23529
20000000,"Bhandup, Mumbai - Central Line, Maharashtra",1350,2,2,1,1,1,14814.81481
3650000,"Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",620,2,2,1,1,1,5887.096774
10500000,"Chembur, Mumbai - Harbour Line, Maharashtra",977,2,2,3,1,1,10747.18526
8500000,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",830,2,2,2,1,1,10240.96386
19000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",745,2,2,1,1,1,25503.3557
20000000,"Madh, Mumbai - North Mumbai, Maharashtra",1165,2,2,1,1,1,17167.38197
21500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",640,2,2,1,1,1,33593.75
8000000,"square 1, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850,2,2,4,1,1,9411.764706
18000000,"Sion, Mumbai - Central Mumbai, Maharashtra",550,2,2,1,1,1,32727.27273
34000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",1300,3,3,1,1,1,26153.84615
13500000,"Chembur, Mumbai - Harbour Line, Maharashtra",550,2,2,1,1,1,24545.45455
14500000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",825,2,2,1,1,1,17575.75758
22500000,"Mukand Society Road, Maneklal Estate, Ghatkopar West, Mumbai, Maharashtra, India., Ghatkopar West, Mumbai - Central Line, Maharashtra",1200,2,2,3,1,1,18750
12000000,"Charkop, Mumbai - North Mumbai, Maharashtra",800,3,2,1,1,1,15000
9500000,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",990,2,2,1,1,1,9595.959596
13500000,"Bhandup West, Mumbai - Central Line, Maharashtra",700,2,2,1,1,1,19285.71429
12500000,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",850,2,3,1,1,1,14705.88235
60000000,"Walkeshwar, Mumbai - South Mumbai, Maharashtra",1000,2,3,1,1,1,60000
14000000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",750,2,2,1,1,1,18666.66667
4500000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",650,2,2,1,1,1,6923.076923
25000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",880,2,2,1,1,1,28409.09091
27500000,"Lal Baug, Mumbai - South Mumbai, Maharashtra",725,2,2,1,1,1,37931.03448
30000000,"Versova, Mumbai - Western Suburbs, Maharashtra",976,3,3,1,1,1,30737.70492
27000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",740,2,2,1,1,1,36486.48649
32500000,"irla Lane, Vile Parle West, Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1100,2,2,1,1,1,29545.45455
18000000,"Centrio by MJ ShahPL Lokhande Marg, Gautam Nagar, Govandi East, Mumbai, Maharashtra 400043https://g.co/kgs/xr7pkd, Chembur, Mumbai - Harbour Line, Maharashtra",1400,2,2,4,1,1,12857.14286
52500000,"Peddar Road, Mumbai, Maharashtra, Peddar Road, Mumbai - South Mumbai, Maharashtra",1200,4,4,1,1,1,43750
23000000,"Chembur, Mumbai - Harbour Line, Maharashtra",1100,2,2,1,1,1,20909.09091
37000000,"Rani Sati Road, Malad East, Mumbai, Maharashtra, Malad East, Mumbai - North Mumbai, Maharashtra",1265,4,3,1,2,2,29249.01186
14500000,"Borivali East, Mumbai - Western Suburbs, Maharashtra",910,2,2,1,1,1,15934.06593
4500000,"503 wing-G, Acropolis, Global City Virar West 401303, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",955,2,2,4,1,1,4712.041885
30000000,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1200,3,3,2,1,1,25000
16500000,"Pathanwadi, Mumbai - North Mumbai, Maharashtra",1120,3,3,1,1,1,14732.14286
6000000,"Ambernath, Mumbai, Maharashtra",1600,4,2,1,1,1,3750
21500000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1200,2,2,1,1,1,17916.66667
14000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",630,2,2,1,1,1,22222.22222
15500000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1200,2,2,1,1,1,12916.66667
4500000,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",900,2,2,1,1,1,5000
13000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",795,2,2,1,1,1,16352.20126
250000000,"Along With Land, Sion, Mumbai - Central Mumbai, Maharashtra",2100,4,4,1,1,1,119047.619
5800000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",875,2,2,1,1,1,6628.571429
8200000,"Sector- 2 Mira Road, Shanti Nagar, Mumbai, Maharashtra, Sector 2-Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",685,3,2,1,1,1,11970.80292
170000000,"Chembur, Mumbai - Harbour Line, Maharashtra",2000,4,4,1,1,1,85000
5700000,"Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",890,2,2,1,1,1,6404.494382
8000000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1060,2,2,2,1,1,7547.169811
20000000,"Vaishali Nagar - Jogeshwari West, Mumbai - Western Suburbs, Maharashtra",950,2,2,1,1,1,21052.63158
25000000,"Malad East, Mumbai - North Mumbai, Maharashtra",700,2,2,1,1,7,35714.28571
4500000,"D/301, madhuvan park phase 2 c.h.s., near Vijay sales, unitech road, bolinj virar West, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",775,2,2,1,1,1,5806.451613
55000000,"Agripada, Mumbai - South Mumbai, Maharashtra",1200,3,3,1,1,1,45833.33333
7000000,"Kurla, Mumbai - Central Line, Maharashtra",525,2,2,1,1,1,13333.33333
32000000,"Thakur Village, Mumbai - North Mumbai, Maharashtra",1085,3,3,1,1,1,29493.08756
14500000,"Dahisar, Mumbai - Mira Road and Beyond, Maharashtra",1100,2,2,1,1,1,13181.81818
4200000,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",620,2,2,1,1,1,6774.193548
27000000,"906, Kandivali East, Mumbai - North Mumbai, Maharashtra",1580,3,3,1,2,6,17088.60759
18000000,"Chembur, Mumbai - Harbour Line, Maharashtra",640,2,2,1,1,1,28125
15000000,"Borivali East, Mumbai - Western Suburbs, Maharashtra",755,2,2,1,1,1,19867.54967
18000000,"Chembur, Mumbai - Harbour Line, Maharashtra",850,2,2,1,1,1,21176.47059
28000000,"503/504, Poddar Road opp Round Garden Malad East, Malad East, Mumbai - North Mumbai, Maharashtra",1334,3,3,1,1,1,20989.50525
18500000,"Tilak Nagar - Harbour Line, Mumbai - Harbour Line, Maharashtra",1071,2,2,1,1,1,17273.5761
20000000,"Santacruz, Mumbai - Western Suburbs, Maharashtra",675,2,2,1,1,1,29629.62963
18000000,"603/604, naminath darshan, Pydhonie, mumbai-2 Near Shantinathji jain derasar, Pydhonie, Mumbai - South Mumbai, Maharashtra",806,2,2,1,1,1,22332.5062
19000000,"Malad East, Mumbai - North Mumbai, Maharashtra",700,2,2,1,1,1,27142.85714
16000000,"Mulund West, Mumbai - Central Line, Maharashtra",730,2,2,1,1,1,21917.80822
16500000,"Bhandup West, Mumbai - Central Line, Maharashtra",890,2,2,1,1,1,18539.32584
10500000,"Mankhurd, Mumbai - Harbour Line, Maharashtra",812,2,2,3,1,1,12931.03448
3200000,"Kalyan, Mumbai - Around Mumbai, Maharashtra",865,3,2,1,1,1,3699.421965
14000000,"Dahisar East, Mumbai - North Mumbai, Maharashtra",1100,2,2,1,1,1,12727.27273
18000000,"Kalina, Mumbai - Western Suburbs, Maharashtra",700,3,2,1,1,1,25714.28571
22500000,"Marol, Mumbai - Western Suburbs, Maharashtra",675,2,2,1,1,1,33333.33333
8000000,"Thane-Kalyan-Dombivli, Mumbai, Maharashtra",800,2,2,1,1,1,10000
24500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",975,2,2,1,1,1,25128.20513
4500000,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",850,2,2,1,1,1,5294.117647
7000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",600,2,2,1,1,1,11666.66667
21000000,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",780,2,2,1,1,1,26923.07692
